1st_flr_sf,3ssn_porch,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmtfin_type_1,enclosed_porch,exter_qual,exterior_1st,exterior_2nd,fireplace_qu,fireplaces,foundation,full_bath,garage_area,garage_finish,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating_qc,house_style,id,kitchen_qual,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,open_porch_sf,overall_qual,pool_area,roof_style,saleprice,screen_porch,total_bsmt_sf,wood_deck_sf,year_built,year_remod/add,yr_sold
1271,0,No,0.0,TA,Unf,0,TA,MetalSd,MetalSd,TA,1,PConc,2,515.0,RFn,Attchd,1967.0,2640,1,Gd,2Story,586,Gd,10400,Inside,80.0,Reg,256.0,BrkFace,60,RL,NWAmes,120,6,0,Gable,256900,168,932.0,0,1967,1997,2009
735,0,No,0.0,TA,Unf,0,TA,MetalSd,MetalSd,None,0,CBlock,1,240.0,Unf,Detchd,1940.0,1034,0,Gd,1.5Fin,1947,TA,10134,Inside,60.0,Reg,0.0,None,50,RL,OldTown,39,5,0,Gable,109000,0,735.0,0,1940,1950,2007
1513,0,None,0.0,None,None,0,TA,HdBoard,HdBoard,None,0,Slab,2,400.0,Unf,Attchd,1979.0,1513,0,TA,1Story,815,TA,7007,Inside,64.0,Reg,0.0,None,90,RL,SawyerW,0,5,0,Gable,113722,0,0.0,0,1979,1979,2009
1498,0,Gd,0.0,Ex,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,844.0,Fin,Attchd,2005.0,1498,0,Ex,1Story,831,Gd,11645,Inside,78.0,Reg,76.0,Stone,20,RL,CollgCr,98,8,0,Gable,237000,0,1498.0,144,2005,2006,2009
1053,0,No,1.0,TA,ALQ,0,TA,MetalSd,MetalSd,None,0,CBlock,1,692.0,RFn,2Types,1994.0,1053,0,Gd,1Story,1919,Gd,8250,Corner,60.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Gable,142100,109,1053.0,240,1963,1963,2007
1293,0,No,1.0,TA,BLQ,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,2,452.0,RFn,Attchd,1954.0,1293,0,Gd,1Story,2306,TA,11027,Inside,68.0,IR1,28.0,Stone,20,RL,NAmes,0,6,0,Hip,149900,0,1178.0,280,1954,1954,2006
2020,0,Av,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Gd,1,PConc,2,896.0,RFn,Attchd,2008.0,2020,0,Ex,1Story,430,Ex,12350,Inside,95.0,Reg,450.0,Stone,20,RL,NridgHt,98,9,0,Hip,404000,0,2020.0,192,2008,2008,2009
1900,0,Gd,1.0,TA,ALQ,0,TA,Plywood,Plywood,Gd,2,CBlock,3,441.0,RFn,Attchd,1962.0,2448,0,TA,2Story,2618,TA,18275,Inside,68.0,IR1,0.0,None,60,RL,NAmes,102,7,0,Gable,277500,0,1438.0,520,1962,1998,2006
977,0,No,0.0,Gd,Unf,0,Gd,HdBoard,HdBoard,TA,1,CBlock,2,476.0,Fin,Attchd,1985.0,1732,1,TA,2Story,245,Gd,9206,Inside,77.0,Reg,336.0,BrkFace,60,RL,SawyerW,46,6,0,Gable,178000,0,741.0,192,1985,1985,2010
1324,0,No,1.0,Gd,GLQ,0,Gd,MetalSd,MetalSd,Gd,1,PConc,2,550.0,Fin,Attchd,2006.0,1324,0,Ex,1Story,462,Gd,6240,Inside,48.0,Reg,176.0,BrkFace,120,RL,NridgHt,38,8,0,Hip,254000,0,1324.0,192,2006,2006,2009
832,0,No,0.0,Fa,Unf,0,TA,AsbShng,AsbShng,Gd,1,BrkTil,1,780.0,Unf,Detchd,1928.0,832,0,TA,1Story,182,TA,9656,Inside,68.0,Reg,0.0,None,30,RM,OldTown,0,2,0,Gable,12789,0,678.0,0,1923,1970,2010
1253,0,No,0.0,Gd,Unf,0,TA,HdBoard,HdBoard,TA,1,PConc,2,402.0,Fin,Attchd,1995.0,1253,0,Gd,1Story,1625,TA,7875,Inside,63.0,Reg,38.0,BrkFace,20,RL,Gilbert,21,7,0,Gable,176000,0,1237.0,220,1995,1996,2007
1249,0,Av,0.0,Ex,Unf,0,TA,VinylSd,VinylSd,None,0,PConc,3,840.0,RFn,Attchd,2006.0,2596,1,Ex,2Story,2381,Gd,16259,Corner,111.0,Reg,370.0,Stone,60,RL,NridgHt,154,9,0,Gable,342643,0,1249.0,240,2006,2006,2006
902,0,No,0.0,TA,GLQ,0,TA,HdBoard,Wd Sdng,None,0,CBlock,1,288.0,Unf,Attchd,1967.0,902,0,TA,1Story,1827,TA,6173,Inside,68.0,IR1,75.0,BrkFace,20,RL,Sawyer,0,5,0,Gable,125500,0,876.0,0,1967,1967,2007
1495,0,No,0.0,Gd,Unf,192,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,2,438.0,Unf,Attchd,1989.0,1495,0,Ex,1Story,1580,TA,12890,Inside,75.0,IR1,128.0,BrkFace,20,RL,Timber,0,6,0,Gable,150000,0,1495.0,252,1989,1989,2008
1584,0,Mn,0.0,Gd,Unf,0,Ex,CemntBd,CmentBd,Gd,1,PConc,2,594.0,Fin,Attchd,2007.0,1584,0,Ex,1Story,1803,Ex,10440,Corner,84.0,Reg,0.0,None,20,FV,Somerst,256,8,0,Gable,261329,0,1574.0,0,2007,2007,2007
1080,0,No,1.0,Gd,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,1,0.0,None,None,0.0,1080,0,Ex,1Story,1132,Gd,7500,Inside,63.0,Reg,120.0,BrkFace,20,RL,SawyerW,0,7,0,Gable,141000,0,1080.0,0,2004,2005,2008
1647,0,No,1.0,TA,BLQ,0,TA,VinylSd,VinylSd,Fa,1,CBlock,1,280.0,Fin,Attchd,1953.0,1647,0,Gd,1Story,1941,TA,9532,Inside,75.0,Reg,0.0,None,20,RL,NAmes,0,4,368,Gable,153000,0,1105.0,225,1953,1953,2007
1258,0,Av,0.0,Ex,Unf,0,Gd,WdShing,Wd Shng,Gd,1,PConc,2,648.0,Fin,Attchd,2007.0,1258,0,Ex,1Story,1742,Gd,3922,Inside,53.0,Reg,72.0,BrkFace,120,RL,Blmngtn,16,7,0,Gable,172500,0,1258.0,144,2006,2007,2007
698,0,No,0.0,TA,Unf,0,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,1,384.0,Unf,Detchd,2003.0,1396,0,Ex,2Story,2026,TA,8730,Inside,60.0,Reg,0.0,None,70,RL,BrkSide,0,6,0,Gable,153575,259,698.0,0,1915,2003,2007
1001,86,No,0.0,TA,ALQ,42,Gd,MetalSd,MetalSd,None,0,BrkTil,1,216.0,Unf,Detchd,1930.0,1001,0,Ex,1Story,2245,Gd,6060,Inside,60.0,Reg,0.0,None,30,C (all),IDOTRR,0,5,0,Hip,124900,0,837.0,154,1930,2007,2007
2121,0,Gd,0.0,Ex,Unf,0,Ex,CemntBd,CmentBd,Ex,1,PConc,2,732.0,Fin,Attchd,2007.0,2121,1,Ex,1Story,1691,Ex,14450,Inside,107.0,Reg,315.0,BrkFace,20,RL,NridgHt,98,9,0,Gable,415298,142,2121.0,124,2006,2007,2007
1044,0,No,0.0,TA,Unf,176,Fa,MetalSd,MetalSd,None,0,BrkTil,1,207.0,Unf,Detchd,1920.0,1480,0,Ex,1.5Fin,725,TA,5400,Inside,60.0,Reg,0.0,None,50,RM,OldTown,0,6,0,Gable,119000,0,972.0,0,1920,1950,2009
1588,0,Av,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,825.0,RFn,Attchd,2006.0,1588,0,Ex,1Story,1787,Gd,10000,Inside,85.0,Reg,410.0,Stone,20,RL,Somerst,45,8,0,Hip,227000,0,1588.0,144,2006,2006,2007
1053,0,No,1.0,TA,ALQ,0,Gd,HdBoard,HdBoard,None,0,CBlock,1,312.0,RFn,Attchd,1959.0,1053,1,Ex,1Story,1216,Gd,10007,Inside,72.0,IR1,54.0,BrkFace,20,RL,NAmes,0,5,0,Gable,145500,0,1053.0,0,1959,2006,2008
492,0,No,1.0,Fa,LwQ,78,TA,AsbShng,AsbShng,None,0,BrkTil,1,200.0,Unf,Detchd,1921.0,492,0,TA,1Story,2654,TA,7830,Inside,52.0,Reg,0.0,None,30,RM,OldTown,0,3,0,Gable,61500,0,492.0,0,1921,1950,2006
1851,0,Mn,0.0,TA,Unf,0,TA,HdBoard,HdBoard,TA,1,CBlock,2,506.0,Fin,Attchd,1969.0,1851,0,Gd,1Story,2310,TA,11727,Corner,90.0,Reg,434.0,BrkFace,20,RL,NAmes,146,7,0,Gable,192100,0,1851.0,0,1969,1969,2006
754,0,No,1.0,TA,Rec,288,TA,MetalSd,MetalSd,None,0,CBlock,1,308.0,Unf,Detchd,1915.0,1403,1,Ex,2Story,761,TA,10320,Inside,60.0,Reg,0.0,None,190,RM,IDOTRR,0,6,0,Gable,116000,0,698.0,0,1915,1965,2009
1138,0,Av,0.0,TA,GLQ,0,TA,VinylSd,VinylSd,None,0,CBlock,1,264.0,RFn,Attchd,1958.0,1138,0,Ex,SLvl,1884,TA,10482,Inside,65.0,Reg,63.0,BrkFace,80,RL,NAmes,0,6,0,Hip,145000,0,588.0,224,1958,1958,2007
2452,0,No,2.0,Ex,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,886.0,Fin,Attchd,2003.0,2452,0,Ex,1Story,449,Ex,15274,Corner,110.0,IR1,724.0,BrkFace,20,RL,NridgHt,116,9,0,Hip,445000,0,2452.0,0,2003,2003,2009
1040,0,Mn,0.0,Gd,LwQ,0,TA,HdBoard,HdBoard,None,0,CBlock,2,484.0,Unf,Detchd,1977.0,1040,0,TA,1Story,856,Gd,8800,Inside,61.0,IR1,0.0,None,20,RL,CollgCr,0,5,0,Gable,150500,288,1040.0,0,1977,2008,2009
763,0,No,0.0,Gd,Unf,0,TA,HdBoard,HdBoard,TA,1,PConc,2,440.0,Fin,Attchd,1993.0,1655,1,Gd,2Story,11,TA,10000,Corner,75.0,IR1,0.0,None,60,RL,Gilbert,84,6,0,Gable,175900,0,763.0,157,1993,1994,2010
1116,0,No,1.0,TA,ALQ,0,TA,Plywood,Plywood,TA,1,CBlock,2,528.0,RFn,Attchd,1974.0,1116,0,Ex,1Story,389,TA,10140,Inside,78.0,Reg,196.0,BrkFace,20,RL,NWAmes,0,6,0,Hip,167900,0,1116.0,0,1974,1974,2009
879,0,Av,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,660.0,Fin,BuiltIn,2006.0,1863,1,Ex,2Story,2415,Gd,14054,Inside,58.0,IR1,0.0,None,60,RL,Gilbert,17,7,0,Gable,219210,0,879.0,100,2006,2006,2006
1055,0,No,0.0,Gd,Unf,0,Gd,Wd Sdng,Wd Sdng,TA,1,PConc,2,462.0,RFn,Attchd,1992.0,1845,1,Ex,2Story,77,Gd,11218,Inside,70.0,Reg,0.0,None,60,RL,SawyerW,104,6,0,Gable,189000,0,1055.0,635,1992,1992,2010
1176,0,No,1.0,TA,ALQ,0,TA,Wd Sdng,Wd Sdng,Gd,2,CBlock,1,292.0,RFn,Attchd,1957.0,1176,0,TA,1Story,1238,TA,8856,Inside,74.0,Reg,143.0,BrkFace,20,RL,NAmes,88,5,0,Gable,136500,95,1176.0,0,1957,1957,2008
892,0,Mn,1.0,TA,BLQ,0,TA,HdBoard,HdBoard,None,0,CBlock,1,416.0,Unf,Detchd,1966.0,892,0,Ex,1Story,223,Gd,7800,Inside,65.0,Reg,47.0,BrkFace,20,RL,Sawyer,0,5,0,Hip,137900,0,864.0,0,1966,2008,2010
1022,0,No,1.0,TA,ALQ,226,TA,MetalSd,Stucco,None,0,BrkTil,1,280.0,Unf,Detchd,1956.0,1022,0,TA,1Story,723,TA,7200,Inside,60.0,Reg,0.0,None,30,RM,OldTown,30,5,0,Hip,85000,0,1022.0,0,1910,2006,2009
2136,0,No,0.0,TA,LwQ,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,2,528.0,Unf,Detchd,1951.0,2136,0,TA,1Story,2562,TA,10680,Inside,89.0,Reg,44.0,BrkFace,20,RL,NAmes,30,5,0,Hip,137900,0,2136.0,0,1951,1951,2006
926,0,Gd,0.0,Gd,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,2,472.0,Fin,Attchd,1998.0,1604,1,Ex,2Story,995,TA,9535,Inside,59.0,IR1,0.0,None,60,RL,Gilbert,82,6,0,Gable,195500,0,926.0,100,1998,1998,2008
841,0,No,1.0,Gd,Unf,136,TA,Wd Sdng,Wd Sdng,None,0,PConc,1,216.0,Unf,Detchd,1920.0,1647,1,TA,2Story,287,Fa,6858,Corner,66.0,Reg,0.0,None,70,RL,SWISU,66,6,0,Gable,128000,0,806.0,0,1915,1950,2010
864,0,No,1.0,TA,ALQ,0,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,1,420.0,Unf,Detchd,1962.0,864,0,Ex,1Story,1152,Gd,8100,Inside,75.0,Reg,0.0,None,20,RL,Sawyer,0,5,0,Gable,135000,0,864.0,132,1961,2007,2008
1076,0,Av,0.0,TA,ALQ,0,TA,HdBoard,HdBoard,Fa,1,CBlock,1,576.0,Unf,Detchd,1985.0,1076,1,TA,1Story,1449,TA,9216,Inside,68.0,IR1,176.0,BrkFace,20,RL,CollgCr,0,5,0,Gable,143195,0,1076.0,0,1975,1975,2008
779,0,No,0.0,TA,Unf,0,TA,VinylSd,VinylSd,None,0,BrkTil,1,308.0,Unf,Detchd,1988.0,935,0,TA,1Story,1330,TA,9100,Inside,50.0,Reg,0.0,None,40,RM,BrkSide,0,5,0,Gable,79500,0,742.0,0,1930,1960,2008
835,0,Av,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,2,478.0,RFn,Attchd,2003.0,1663,1,Ex,2Story,1134,Gd,12774,FR2,67.0,Reg,95.0,BrkFace,60,RL,SawyerW,68,7,0,Gable,192500,0,835.0,168,2003,2004,2008
768,0,No,0.0,TA,BLQ,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,308.0,Unf,Detchd,1950.0,1328,1,TA,1.5Fin,706,TA,6000,Inside,50.0,Reg,0.0,None,50,RM,OldTown,12,5,0,Gable,129500,0,768.0,0,1950,1970,2009
806,0,No,0.0,Gd,Unf,0,TA,MetalSd,MetalSd,TA,1,PConc,2,373.0,Fin,BuiltIn,1995.0,1572,1,Gd,2Story,1617,TA,10364,Inside,68.0,IR1,0.0,None,60,RL,Gilbert,40,6,0,Gable,168000,0,806.0,0,1995,1996,2007
874,0,No,0.0,TA,LwQ,0,TA,Wd Sdng,Wd Sdng,Gd,1,CBlock,2,240.0,Unf,Detchd,1939.0,1342,0,Ex,1.5Fin,1339,TA,6000,Inside,50.0,Reg,0.0,None,50,RM,BrkSide,0,6,0,Gable,105000,0,739.0,0,1939,1950,2008
981,0,No,1.0,TA,ALQ,40,TA,Plywood,Plywood,None,0,CBlock,1,576.0,Unf,Detchd,1979.0,981,1,TA,1Story,1664,TA,10530,Corner,68.0,IR1,0.0,None,20,RL,NAmes,312,6,0,Hip,143250,0,981.0,0,1971,1971,2007
1099,0,No,0.0,Gd,Unf,0,TA,VinylSd,VinylSd,None,0,PConc,1,352.0,Unf,Attchd,1999.0,1099,1,Ex,1Story,1433,Gd,9525,Inside,75.0,Reg,0.0,None,20,RL,CollgCr,0,5,0,Gable,144000,0,1099.0,278,1995,2006,2008
1222,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,Fa,2,PConc,2,463.0,RFn,Attchd,1994.0,2110,1,Ex,2Story,75,Gd,8880,Inside,68.0,IR1,0.0,None,60,RL,SawyerW,130,7,0,Gable,205000,0,948.0,0,1994,2002,2010
1026,0,Av,1.0,Gd,ALQ,0,TA,Plywood,Plywood,Po,1,CBlock,1,528.0,Unf,Attchd,1974.0,1026,0,TA,SFoyer,2255,TA,8410,Corner,82.0,IR1,0.0,None,85,RL,Mitchel,0,6,0,Gable,143000,0,970.0,193,1974,1974,2007
1419,0,Av,1.0,Ex,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,1,588.0,Fin,Attchd,2001.0,1419,1,Ex,1Story,1170,Ex,4385,Inside,42.0,IR1,0.0,None,120,FV,Somerst,58,9,0,Gable,290000,0,1419.0,155,2001,2001,2008
2364,0,Gd,1.0,Ex,GLQ,0,Ex,VinylSd,VinylSd,Gd,2,PConc,2,820.0,Fin,Attchd,2009.0,2364,1,Ex,1Story,45,Ex,12919,Inside,100.0,IR1,760.0,Stone,20,RL,NridgHt,67,9,0,Hip,611657,0,2330.0,0,2009,2010,2010
1040,0,No,1.0,Gd,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,1,576.0,Unf,Detchd,2000.0,1040,0,Gd,1Story,836,Gd,12464,Corner,82.0,IR2,0.0,None,20,RL,CollgCr,0,5,0,Gable,152000,0,1040.0,168,1996,1996,2009
1280,0,No,0.0,Gd,ALQ,0,Gd,HdBoard,HdBoard,None,0,PConc,2,506.0,RFn,Attchd,1992.0,1280,0,Ex,1Story,8,Gd,5005,Inside,43.0,IR1,0.0,None,120,RL,StoneBr,82,8,0,Gable,191500,144,1280.0,0,1992,1992,2010
1143,0,Av,0.0,Ex,Unf,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,852.0,RFn,BuiltIn,2004.0,2473,1,Ex,2Story,1704,Gd,9591,Inside,76.0,Reg,344.0,BrkFace,60,RL,NridgHt,151,8,0,Gable,317000,0,1143.0,192,2004,2005,2007
798,0,No,0.0,TA,ALQ,0,TA,Wd Sdng,Wd Sdng,Gd,2,BrkTil,1,224.0,Unf,Attchd,1940.0,1302,1,Ex,1.5Fin,2068,Gd,6960,Inside,70.0,Reg,0.0,None,50,RL,Sawyer,0,7,0,Gable,165250,126,680.0,0,1940,1998,2007
1092,0,No,0.0,TA,Rec,0,TA,HdBoard,HdBoard,None,0,CBlock,1,264.0,Unf,Attchd,1966.0,1092,0,TA,1Story,1488,TA,9825,Inside,75.0,Reg,0.0,None,20,RL,Edwards,0,5,0,Hip,123000,161,1092.0,259,1966,1966,2008
1188,0,Gd,1.0,TA,GLQ,231,TA,HdBoard,HdBoard,TA,1,CBlock,1,621.0,Unf,Attchd,1956.0,1188,0,TA,1Story,1391,TA,14175,Inside,88.0,Reg,0.0,None,20,RL,Sawyer,89,6,0,Gable,185000,0,988.0,102,1956,1956,2008
1045,0,No,1.0,TA,LwQ,0,TA,Wd Sdng,Wd Sdng,None,0,CBlock,1,528.0,Unf,Detchd,1962.0,1045,0,Gd,1Story,2633,TA,7400,Corner,74.0,Reg,0.0,None,20,RL,NAmes,0,7,0,Gable,120000,0,1045.0,0,1962,1962,2006
1093,0,No,1.0,TA,ALQ,0,TA,HdBoard,HdBoard,Fa,1,CBlock,2,484.0,RFn,Attchd,1966.0,1093,0,Gd,1Story,1872,TA,10738,Corner,88.0,IR1,0.0,None,20,RL,NWAmes,0,6,0,Hip,158500,0,1093.0,224,1966,1966,2007
798,0,No,0.0,Gd,Unf,0,Gd,VinylSd,VinylSd,None,0,PConc,2,520.0,RFn,Attchd,2004.0,1640,1,Ex,2Story,1138,Gd,8366,Inside,65.0,IR1,0.0,None,60,RL,SawyerW,45,6,0,Gable,173000,0,798.0,138,2004,2004,2008
1224,0,None,0.0,None,None,0,TA,HdBoard,HdBoard,None,0,Slab,2,462.0,Unf,CarPort,1962.0,1224,0,TA,1Story,1899,TA,9842,FR2,70.0,Reg,0.0,None,90,RL,NAmes,0,4,0,Gable,101800,0,0.0,0,1962,1962,2007
575,0,No,1.0,Gd,ALQ,0,Gd,Wd Sdng,Wd Sdng,None,0,PConc,1,576.0,RFn,Detchd,1971.0,1135,0,Ex,2Story,915,Gd,7200,Inside,60.0,Reg,0.0,None,70,RL,SWISU,0,7,0,Gable,155000,0,560.0,256,1936,2007,2009
1078,0,No,0.0,TA,Unf,0,TA,MetalSd,MetalSd,None,0,BrkTil,1,264.0,Unf,Detchd,1987.0,1078,0,Ex,1Story,660,Ex,10230,Inside,60.0,Reg,0.0,None,30,RL,OldTown,0,5,0,Gable,125000,112,1054.0,0,1925,1950,2009
968,0,None,0.0,None,None,0,TA,MetalSd,MetalSd,None,0,CBlock,1,331.0,Unf,Attchd,1956.0,968,0,Gd,1Story,2004,TA,8626,Inside,52.0,Reg,1.0,None,20,RM,OldTown,0,4,0,Gable,104500,0,0.0,0,1956,1956,2007
1462,0,No,1.0,Ex,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,738.0,Fin,Attchd,2004.0,2224,1,Ex,2Story,443,Ex,8834,Inside,74.0,Reg,216.0,Stone,60,RL,NridgHt,0,9,0,Hip,350000,0,1462.0,184,2004,2005,2009
1040,0,None,0.0,None,None,0,TA,Stucco,Stone,None,0,CBlock,2,400.0,Unf,Detchd,1949.0,1040,0,Gd,1Story,2627,TA,8544,Inside,60.0,Reg,0.0,None,90,RL,NAmes,0,3,0,Gable,93500,0,0.0,0,1950,1950,2006
882,0,No,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,None,0,PConc,2,588.0,RFn,Attchd,1999.0,1790,1,Ex,2Story,1438,Gd,9179,Inside,68.0,IR1,158.0,BrkFace,60,RL,CollgCr,88,7,0,Gable,193000,0,873.0,0,1999,1999,2008
1423,0,No,0.0,Ex,Unf,0,TA,MetalSd,MetalSd,Gd,1,BrkTil,2,672.0,Fin,Detchd,1993.0,2555,0,Fa,2.5Fin,1525,TA,11526,Inside,79.0,IR1,0.0,None,70,RL,Crawfor,0,6,0,Gable,191000,0,588.0,431,1922,1994,2008
813,0,No,0.0,TA,Unf,0,TA,Wd Sdng,Wd Sdng,None,0,BrkTil,1,270.0,Unf,Detchd,1932.0,813,0,Ex,1Story,2644,Gd,5684,Inside,70.0,Reg,0.0,None,30,RM,OldTown,113,6,0,Hip,110000,0,813.0,0,1930,2005,2006
1299,0,Av,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,531.0,RFn,BuiltIn,2001.0,1872,1,Ex,2Story,866,Ex,11885,Inside,68.0,Reg,108.0,BrkFace,60,RL,CollgCr,122,8,0,Gable,261500,0,1299.0,160,2001,2001,2009
1050,0,No,0.0,TA,Rec,0,TA,MetalSd,MetalSd,None,0,CBlock,1,338.0,Unf,Attchd,1956.0,1050,0,Gd,1Story,620,TA,9600,Inside,80.0,Reg,0.0,None,20,RL,NAmes,0,5,0,Hip,128900,0,1050.0,0,1956,1956,2009
1933,0,Gd,1.0,Ex,Rec,0,Gd,MetalSd,MetalSd,TA,1,PConc,3,959.0,RFn,Attchd,1993.0,3500,1,Ex,2Story,2451,Ex,17242,Inside,114.0,IR1,738.0,BrkFace,60,RL,NoRidge,86,9,0,Hip,584500,210,1733.0,870,1993,1994,2006
948,0,No,0.0,TA,ALQ,0,TA,Wd Sdng,Wd Sdng,None,0,PConc,1,248.0,Unf,Attchd,1954.0,948,0,Ex,1Story,2186,TA,10215,Inside,75.0,Reg,132.0,BrkFace,20,RL,Edwards,0,4,0,Hip,111000,0,864.0,0,1954,1954,2007
960,0,No,0.0,Fa,Unf,0,TA,HdBoard,HdBoard,None,0,PConc,1,576.0,Unf,Detchd,1965.0,1316,0,TA,1.5Fin,2025,TA,8550,Inside,60.0,Reg,0.0,None,50,RL,BrkSide,0,5,0,Gable,90000,0,750.0,0,1926,1950,2007
1465,0,No,0.0,Gd,LwQ,0,TA,Plywood,Plywood,Po,1,CBlock,2,596.0,Unf,CarPort,1965.0,2380,1,TA,2Story,1916,TA,18450,Inside,68.0,IR1,113.0,BrkCmn,60,RL,NAmes,265,6,0,Flat,129000,0,1021.0,0,1965,1979,2007
1640,216,No,1.0,TA,BLQ,0,Gd,HdBoard,HdBoard,Gd,1,CBlock,1,924.0,Unf,Detchd,1993.0,1640,0,Ex,1Story,1542,Gd,14778,CulDSac,68.0,IR1,72.0,BrkFace,20,RL,Crawfor,0,6,0,Hip,224000,0,1296.0,108,1954,2006,2008
600,0,No,1.0,Gd,GLQ,0,Gd,MetalSd,MetalSd,None,0,PConc,2,480.0,RFn,Detchd,2005.0,1200,1,Ex,2Story,1163,Gd,3180,Inside,30.0,Reg,0.0,None,160,FV,Somerst,166,6,0,Gable,165000,0,600.0,0,2005,2005,2008
662,0,No,0.0,TA,Unf,112,TA,VinylSd,VinylSd,None,0,BrkTil,1,180.0,Unf,Detchd,1920.0,1324,0,Ex,2Story,205,TA,3068,Inside,52.0,Reg,0.0,None,70,RM,OldTown,0,6,0,Gable,122000,0,662.0,0,1920,1993,2010
1564,0,Av,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,502.0,RFn,Attchd,2207.0,1564,0,Ex,1Story,2261,Ex,8298,Inside,68.0,IR1,0.0,None,20,RL,Timber,0,8,0,Hip,267300,0,1546.0,132,2006,2007,2007
1966,0,No,0.0,Ex,Unf,0,Ex,VinylSd,VinylSd,Gd,2,PConc,3,820.0,Fin,BuiltIn,2009.0,3140,1,Ex,2Story,423,Ex,13518,Inside,104.0,Reg,860.0,Stone,60,RL,NridgHt,78,9,0,Hip,485000,0,1926.0,144,2008,2009,2009
1611,0,No,0.0,TA,Unf,0,TA,BrkFace,Wd Sdng,Gd,1,CBlock,2,576.0,Unf,Detchd,1962.0,2486,0,TA,1.5Fin,2687,TA,33120,Inside,90.0,IR3,0.0,None,50,RM,OldTown,0,6,0,Gable,220000,0,1595.0,0,1962,1962,2006
872,0,No,1.0,Gd,GLQ,0,TA,VinylSd,VinylSd,None,0,PConc,2,600.0,RFn,Attchd,1997.0,1771,1,Ex,2Story,1436,Gd,13142,Corner,68.0,IR1,128.0,BrkFace,60,RL,CollgCr,96,6,0,Gable,215700,0,864.0,0,1997,1997,2008
1836,0,Mn,1.0,Ex,GLQ,0,Gd,MetalSd,MetalSd,Gd,1,PConc,2,862.0,Fin,Attchd,2004.0,1836,0,Ex,1Story,444,Gd,11362,Inside,107.0,IR1,42.0,Stone,20,RL,NridgHt,185,8,0,Gable,280000,0,1836.0,125,2004,2005,2009
1575,0,Mn,1.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,TA,1,PConc,2,732.0,Fin,Attchd,2003.0,1575,0,Ex,1Story,1067,Gd,10845,Corner,92.0,IR1,504.0,BrkFace,20,RL,NridgHt,28,8,0,Gable,284000,0,1603.0,216,2003,2004,2008
630,0,Av,1.0,Gd,BLQ,0,TA,CemntBd,CmentBd,None,0,CBlock,1,0.0,None,None,0.0,630,0,Gd,SFoyer,2290,TA,1936,Inside,21.0,Reg,0.0,None,180,RM,MeadowV,0,4,0,Gable,84500,0,630.0,0,1970,1970,2007
1395,0,Gd,1.0,TA,BLQ,113,TA,Wd Sdng,Wd Sdng,TA,1,CBlock,1,440.0,RFn,Attchd,1963.0,1395,0,TA,1Story,168,TA,9760,Inside,80.0,Reg,218.0,BrkFace,20,RL,NAmes,0,6,0,Hip,192000,240,1395.0,657,1963,1984,2010
502,0,No,0.0,TA,Unf,68,TA,Wd Sdng,Wd Sdng,Po,1,BrkTil,1,200.0,Unf,Detchd,1930.0,1004,0,TA,2Story,2643,Gd,3960,Inside,66.0,Reg,0.0,None,70,RM,OldTown,0,7,0,Gable,105000,0,502.0,280,1930,1950,2006
1836,0,No,0.0,Gd,GLQ,0,Gd,VinylSd,VinylSd,Gd,1,PConc,2,484.0,Fin,Attchd,2004.0,1836,0,Ex,1Story,2802,Gd,9100,Inside,70.0,Reg,0.0,None,20,RL,CollgCr,33,7,0,Hip,216837,0,1860.0,120,2004,2005,2006
