,1st_flr_sf,bsmt_exposure,bsmt_full_bath,bsmt_qual,bsmtfin_type_1,exter_qual,fireplace_qu,fireplaces,foundation,full_bath,garage_area,garage_finish,garage_type,garage_yr_blt,gr_liv_area,half_bath,heating_qc,house_style,id,kitchen_qual,lot_area,lot_config,lot_frontage,lot_shape,mas_vnr_area,mas_vnr_type,ms_subclass,ms_zoning,neighborhood,overall_qual,roof_style,saleprice,total_bsmt_sf,wood_deck_sf,porch,pool,age_sold,remodelled,exterior
1663,1419,Av,1.0,5,6,4,3,1,PConc,1,588.0,Fin,Attchd,2001.0,1419,1,5,1Story,1170,5,4385,Inside,42.0,1,0.0,None,120,FV,Somerst,9,Gable,290000,1419.0,155,1,0,7,0,vinyl
1664,2364,Gd,1.0,5,6,5,4,2,PConc,2,820.0,Fin,Attchd,2009.0,2364,1,5,1Story,45,5,12919,Inside,100.0,1,760.0,Stone,20,RL,NridgHt,9,Hip,611657,2330.0,0,1,0,1,1,vinyl
1665,1040,No,1.0,4,6,3,0,0,PConc,1,576.0,Unf,Detchd,2000.0,1040,0,4,1Story,836,4,12464,Corner,82.0,2,0.0,None,20,RL,CollgCr,5,Gable,152000,1040.0,168,0,0,13,0,vinyl
1666,1280,No,0.0,4,5,4,0,0,PConc,2,506.0,RFn,Attchd,1992.0,1280,0,5,1Story,8,4,5005,Inside,43.0,1,0.0,None,120,RL,StoneBr,8,Gable,191500,1280.0,0,1,0,18,0,wood
1667,1143,Av,0.0,5,1,4,4,1,PConc,2,852.0,RFn,BuiltIn,2004.0,2473,1,5,2Story,1704,4,9591,Inside,76.0,0,344.0,BrkFace,60,RL,NridgHt,8,Gable,317000,1143.0,192,1,0,3,1,vinyl
1668,798,No,0.0,3,5,3,4,2,BrkTil,1,224.0,Unf,Attchd,1940.0,1302,1,5,1.5Fin,2068,4,6960,Inside,70.0,0,0.0,None,50,RL,Sawyer,7,Gable,165250,680.0,0,1,0,67,1,wood
1669,1092,No,0.0,3,3,3,0,0,CBlock,1,264.0,Unf,Attchd,1966.0,1092,0,3,1Story,1488,3,9825,Inside,75.0,0,0.0,None,20,RL,Edwards,5,Hip,123000,1092.0,259,1,0,42,0,wood
1670,1188,Gd,1.0,3,6,3,3,1,CBlock,1,621.0,Unf,Attchd,1956.0,1188,0,3,1Story,1391,3,14175,Inside,88.0,0,0.0,None,20,RL,Sawyer,6,Gable,185000,988.0,102,1,0,52,0,wood
1671,1045,No,1.0,3,2,3,0,0,CBlock,1,528.0,Unf,Detchd,1962.0,1045,0,4,1Story,2633,3,7400,Corner,74.0,0,0.0,None,20,RL,NAmes,7,Gable,120000,1045.0,0,0,0,44,0,wood
1672,1093,No,1.0,3,5,3,2,1,CBlock,2,484.0,RFn,Attchd,1966.0,1093,0,4,1Story,1872,3,10738,Corner,88.0,1,0.0,None,20,RL,NWAmes,6,Hip,158500,1093.0,224,0,0,41,0,wood
1673,798,No,0.0,4,1,4,0,0,PConc,2,520.0,RFn,Attchd,2004.0,1640,1,5,2Story,1138,4,8366,Inside,65.0,1,0.0,None,60,RL,SawyerW,6,Gable,173000,798.0,138,1,0,4,0,vinyl
1674,1224,None,0.0,0,0,3,0,0,Slab,2,462.0,Unf,CarPort,1962.0,1224,0,3,1Story,1899,3,9842,FR2,70.0,0,0.0,None,90,RL,NAmes,4,Gable,101800,0.0,0,0,0,45,0,wood
1675,575,No,1.0,4,5,4,0,0,PConc,1,576.0,RFn,Detchd,1971.0,1135,0,5,2Story,915,4,7200,Inside,60.0,0,0.0,None,70,RL,SWISU,7,Gable,155000,560.0,256,0,0,73,1,wood
1676,1078,No,0.0,3,1,3,0,0,BrkTil,1,264.0,Unf,Detchd,1987.0,1078,0,5,1Story,660,5,10230,Inside,60.0,0,0.0,None,30,RL,OldTown,5,Gable,125000,1054.0,0,1,0,84,1,metal
1677,968,None,0.0,0,0,3,0,0,CBlock,1,331.0,Unf,Attchd,1956.0,968,0,4,1Story,2004,3,8626,Inside,52.0,0,1.0,None,20,RM,OldTown,4,Gable,104500,0.0,0,0,0,51,0,metal
1678,1462,No,1.0,5,6,4,4,1,PConc,2,738.0,Fin,Attchd,2004.0,2224,1,5,2Story,443,5,8834,Inside,74.0,0,216.0,Stone,60,RL,NridgHt,9,Hip,350000,1462.0,184,0,0,5,1,vinyl
1679,1040,None,0.0,0,0,3,0,0,CBlock,2,400.0,Unf,Detchd,1949.0,1040,0,4,1Story,2627,3,8544,Inside,60.0,0,0.0,None,90,RL,NAmes,3,Gable,93500,0.0,0,0,0,56,0,cemt_agg
1680,882,No,1.0,4,6,4,0,0,PConc,2,588.0,RFn,Attchd,1999.0,1790,1,5,2Story,1438,4,9179,Inside,68.0,1,158.0,BrkFace,60,RL,CollgCr,7,Gable,193000,873.0,0,1,0,9,0,vinyl
1681,1423,No,0.0,5,1,3,4,1,BrkTil,2,672.0,Fin,Detchd,1993.0,2555,0,2,2.5Fin,1525,3,11526,Inside,79.0,1,0.0,None,70,RL,Crawfor,6,Gable,191000,588.0,431,0,0,86,1,metal
1682,813,No,0.0,3,1,3,0,0,BrkTil,1,270.0,Unf,Detchd,1932.0,813,0,5,1Story,2644,4,5684,Inside,70.0,0,0.0,None,30,RM,OldTown,6,Hip,110000,813.0,0,1,0,76,1,wood
1683,1299,Av,1.0,4,6,4,3,1,PConc,2,531.0,RFn,BuiltIn,2001.0,1872,1,5,2Story,866,5,11885,Inside,68.0,0,108.0,BrkFace,60,RL,CollgCr,8,Gable,261500,1299.0,160,1,0,8,0,vinyl
1684,1050,No,0.0,3,3,3,0,0,CBlock,1,338.0,Unf,Attchd,1956.0,1050,0,4,1Story,620,3,9600,Inside,80.0,0,0.0,None,20,RL,NAmes,5,Hip,128900,1050.0,0,0,0,53,0,metal
1685,1933,Gd,1.0,5,3,4,3,1,PConc,3,959.0,RFn,Attchd,1993.0,3500,1,5,2Story,2451,5,17242,Inside,114.0,1,738.0,BrkFace,60,RL,NoRidge,9,Hip,584500,1733.0,870,1,0,13,1,metal
1686,948,No,0.0,3,5,3,0,0,PConc,1,248.0,Unf,Attchd,1954.0,948,0,5,1Story,2186,3,10215,Inside,75.0,0,132.0,BrkFace,20,RL,Edwards,4,Hip,111000,864.0,0,0,0,53,0,wood
1687,960,No,0.0,2,1,3,0,0,PConc,1,576.0,Unf,Detchd,1965.0,1316,0,3,1.5Fin,2025,3,8550,Inside,60.0,0,0.0,None,50,RL,BrkSide,5,Gable,90000,750.0,0,0,0,81,1,wood
1688,1465,No,0.0,4,2,3,1,1,CBlock,2,596.0,Unf,CarPort,1965.0,2380,1,3,2Story,1916,3,18450,Inside,68.0,1,113.0,BrkCmn,60,RL,NAmes,6,Flat,129000,1021.0,0,1,0,42,1,wood
1689,1640,No,1.0,3,4,4,4,1,CBlock,1,924.0,Unf,Detchd,1993.0,1640,0,5,1Story,1542,4,14778,CulDSac,68.0,1,72.0,BrkFace,20,RL,Crawfor,6,Hip,224000,1296.0,108,1,0,54,1,wood
1690,600,No,1.0,4,6,4,0,0,PConc,2,480.0,RFn,Detchd,2005.0,1200,1,5,2Story,1163,4,3180,Inside,30.0,0,0.0,None,160,FV,Somerst,6,Gable,165000,600.0,0,1,0,3,0,metal
1691,662,No,0.0,3,1,3,0,0,BrkTil,1,180.0,Unf,Detchd,1920.0,1324,0,5,2Story,205,3,3068,Inside,52.0,0,0.0,None,70,RM,OldTown,6,Gable,122000,662.0,0,1,0,90,1,vinyl
1692,1564,Av,0.0,4,6,4,4,1,PConc,2,502.0,RFn,Attchd,2207.0,1564,0,5,1Story,2261,5,8298,Inside,68.0,1,0.0,None,20,RL,Timber,8,Hip,267300,1546.0,132,0,0,1,1,vinyl
1693,1966,No,0.0,5,1,5,4,2,PConc,3,820.0,Fin,BuiltIn,2009.0,3140,1,5,2Story,423,5,13518,Inside,104.0,0,860.0,Stone,60,RL,NridgHt,9,Hip,485000,1926.0,144,1,0,1,1,vinyl
1694,1611,No,0.0,3,1,3,4,1,CBlock,2,576.0,Unf,Detchd,1962.0,2486,0,3,1.5Fin,2687,3,33120,Inside,90.0,3,0.0,None,50,RM,OldTown,6,Gable,220000,1595.0,0,0,0,44,0,brick
1695,872,No,1.0,4,6,3,0,0,PConc,2,600.0,RFn,Attchd,1997.0,1771,1,5,2Story,1436,4,13142,Corner,68.0,1,128.0,BrkFace,60,RL,CollgCr,6,Gable,215700,864.0,0,1,0,11,0,vinyl
1696,1836,Mn,1.0,5,6,4,4,1,PConc,2,862.0,Fin,Attchd,2004.0,1836,0,5,1Story,444,4,11362,Inside,107.0,1,42.0,Stone,20,RL,NridgHt,8,Gable,280000,1836.0,125,1,0,5,1,metal
1697,1575,Mn,1.0,4,6,4,3,1,PConc,2,732.0,Fin,Attchd,2003.0,1575,0,5,1Story,1067,4,10845,Corner,92.0,1,504.0,BrkFace,20,RL,NridgHt,8,Gable,284000,1603.0,216,1,0,5,1,vinyl
1698,630,Av,1.0,4,4,3,0,0,CBlock,1,0.0,None,None,0.0,630,0,4,SFoyer,2290,3,1936,Inside,21.0,0,0.0,None,180,RM,MeadowV,4,Gable,84500,630.0,0,0,0,37,0,cemt_agg
1699,1395,Gd,1.0,3,4,3,3,1,CBlock,1,440.0,RFn,Attchd,1963.0,1395,0,3,1Story,168,3,9760,Inside,80.0,0,218.0,BrkFace,20,RL,NAmes,6,Hip,192000,1395.0,657,1,0,47,1,wood
1700,502,No,0.0,3,1,3,1,1,BrkTil,1,200.0,Unf,Detchd,1930.0,1004,0,3,2Story,2643,4,3960,Inside,66.0,0,0.0,None,70,RM,OldTown,7,Gable,105000,502.0,280,1,0,76,1,wood
1701,1836,No,0.0,4,6,4,4,1,PConc,2,484.0,Fin,Attchd,2004.0,1836,0,5,1Story,2802,4,9100,Inside,70.0,0,0.0,None,20,RL,CollgCr,7,Hip,216837,1860.0,120,1,0,2,1,vinyl
1702,1496,No,0.0,3,3,2,0,0,CBlock,2,450.0,RFn,Attchd,1960.0,1496,0,3,1Story,1224,4,9600,Inside,80.0,0,203.0,BrkFace,20,RL,NAmes,5,Gable,141500,1296.0,0,1,0,48,0,metal
1703,894,No,1.0,3,4,3,0,0,CBlock,1,450.0,RFn,Attchd,1967.0,894,0,5,1Story,1382,4,9764,FR2,57.0,1,0.0,None,20,RL,Sawyer,5,Gable,130000,894.0,0,0,0,41,1,vinyl
1704,1040,No,0.0,4,3,3,0,0,CBlock,2,0.0,None,None,0.0,1040,0,3,1Story,853,3,8430,Inside,60.0,0,136.0,BrkFace,20,RL,CollgCr,5,Gable,124000,1040.0,0,0,0,31,0,wood
1705,1008,No,1.0,3,6,3,0,0,CBlock,1,280.0,RFn,Attchd,1952.0,1008,0,5,1Story,2585,3,12778,Inside,66.0,0,0.0,None,20,RL,NAmes,5,Gable,139500,1008.0,0,1,0,54,1,metal
1706,864,No,1.0,3,5,3,0,0,CBlock,1,528.0,Unf,Detchd,1996.0,864,0,3,1Story,2193,3,8172,Inside,60.0,0,0.0,None,20,RL,Edwards,4,Gable,79275,864.0,196,0,0,52,0,wood
1707,1484,Av,0.0,4,6,4,4,1,PConc,2,472.0,RFn,Attchd,2006.0,1484,0,5,1Story,2262,5,9037,Inside,64.0,1,32.0,BrkFace,20,RL,Timber,8,Hip,265900,1476.0,120,1,0,1,0,vinyl
1708,790,Mn,0.0,4,3,3,0,0,BrkTil,1,160.0,Unf,Detchd,1925.0,790,0,3,1Story,1528,3,6292,Inside,52.0,0,0.0,None,30,RL,SWISU,6,Gable,91000,768.0,0,1,0,78,1,wood
1709,946,No,1.0,4,5,3,3,1,PConc,2,567.0,Unf,Attchd,1977.0,1934,1,5,2Story,370,3,11900,Inside,85.0,0,157.0,BrkFace,60,RL,Gilbert,5,Gable,185000,1122.0,0,1,0,32,0,wood
1710,1150,No,1.0,3,5,3,0,0,CBlock,1,300.0,RFn,Attchd,1959.0,1150,0,5,1Story,2629,3,7945,Inside,70.0,0,0.0,None,20,RL,NAmes,5,Gable,141000,1150.0,0,0,0,47,0,brick
1711,1582,No,0.0,4,1,4,4,1,PConc,2,728.0,Unf,Detchd,2007.0,2152,1,5,2Story,1703,4,16659,Corner,134.0,1,0.0,None,60,RL,NridgHt,8,Gable,260116,1582.0,0,1,0,0,1,vinyl
1712,672,No,1.0,3,3,3,0,0,CBlock,1,234.0,Unf,Attchd,1941.0,672,0,3,1Story,793,3,9340,Inside,50.0,0,0.0,None,30,RL,Edwards,4,Hip,113000,672.0,0,1,0,68,1,metal
1713,1511,Gd,1.0,4,6,4,2,1,PConc,2,811.0,Fin,Attchd,1995.0,1511,0,5,SLvl,1429,4,11454,Corner,68.0,2,302.0,BrkFace,80,RL,SawyerW,8,Gable,225000,1401.0,168,1,0,13,0,vinyl
1714,793,No,1.0,3,4,3,0,0,CBlock,1,240.0,Unf,Detchd,1945.0,793,0,3,1Story,648,2,8480,Corner,80.0,0,0.0,None,30,RL,NAmes,5,Gable,113000,793.0,0,0,0,64,1,metal
1715,1096,Av,1.0,3,5,3,2,1,CBlock,1,352.0,Unf,Detchd,1975.0,1096,0,3,SLvl,279,3,6305,Inside,65.0,0,0.0,None,80,RL,Edwards,6,Gable,125200,1008.0,0,0,0,35,0,wood
1716,958,Gd,1.0,5,6,5,4,2,PConc,2,786.0,Fin,BuiltIn,2007.0,2100,1,5,2Story,1705,5,9709,Inside,82.0,1,120.0,Stone,60,RL,NridgHt,8,Gable,319500,918.0,172,1,0,0,0,vinyl
1717,1048,No,1.0,3,4,3,3,1,CBlock,1,288.0,Unf,Attchd,1962.0,1558,1,3,1.5Fin,1257,3,10930,Inside,60.0,0,0.0,None,50,RL,NAmes,5,Gable,140000,913.0,0,0,0,63,1,metal
1718,1650,Gd,1.0,4,4,3,4,2,CBlock,1,518.0,Unf,Attchd,1958.0,1650,0,3,1Story,2894,3,50102,Inside,68.0,1,0.0,None,20,RL,Timber,6,Gable,250764,1632.0,0,1,0,48,0,wood
1719,948,Av,0.0,4,6,5,4,1,PConc,2,656.0,Fin,BuiltIn,2007.0,2088,1,5,2Story,1062,4,8899,Inside,74.0,0,108.0,Stone,60,RL,NridgHt,8,Hip,250000,948.0,100,1,0,1,0,vinyl
1720,768,No,0.0,4,1,4,4,1,PConc,2,400.0,Fin,Attchd,2005.0,1536,1,5,2Story,1729,4,10237,Inside,65.0,0,0.0,None,60,RL,Gilbert,6,Gable,176000,768.0,100,1,0,2,1,vinyl
1721,1721,No,0.0,3,4,3,3,3,CBlock,1,464.0,Unf,Attchd,1957.0,1721,0,4,1Story,1925,3,9736,Inside,80.0,0,289.0,BrkFace,20,RL,NAmes,6,Gable,174850,1331.0,0,0,0,50,1,wood
1722,804,No,0.0,4,5,3,3,1,CBlock,2,440.0,Unf,Detchd,1978.0,1548,1,3,2Story,415,3,2364,Inside,24.0,0,0.0,None,160,RL,NPkVill,6,Gable,147000,804.0,108,0,0,31,0,wood
1723,918,No,0.0,4,1,3,3,1,CBlock,2,264.0,Unf,Attchd,1979.0,918,0,3,1Story,78,3,7892,Inside,55.0,0,0.0,None,120,RL,SawyerW,6,Gable,99500,918.0,28,0,0,31,0,wood
1724,1365,No,1.0,5,6,4,4,1,PConc,2,864.0,RFn,Attchd,2009.0,2690,1,5,2Story,428,5,12350,Inside,95.0,0,0.0,None,60,RL,NridgHt,9,Gable,398800,1365.0,0,1,0,0,0,vinyl
1725,953,No,0.0,4,1,3,3,1,PConc,2,460.0,RFn,Attchd,1999.0,1647,1,5,2Story,1756,3,7917,Inside,62.0,0,0.0,None,60,RL,Gilbert,6,Gable,175000,953.0,0,1,0,8,1,vinyl
1726,825,No,0.0,3,1,3,0,0,CBlock,1,350.0,Unf,Attchd,1954.0,825,0,3,1Story,1280,3,7200,Inside,60.0,0,0.0,None,20,RL,NAmes,5,Gable,109500,825.0,0,0,0,54,0,metal
1727,1657,No,0.0,4,2,3,3,1,CBlock,2,484.0,Unf,Attchd,1970.0,1657,0,4,1Story,1928,3,12155,Inside,68.0,3,0.0,None,20,RL,NAmes,6,Gable,163500,1657.0,0,1,0,37,0,wood
1728,788,No,0.0,3,3,3,3,2,CBlock,1,0.0,None,None,0.0,788,0,3,1Story,2671,3,7446,Corner,68.0,0,0.0,None,30,RL,BrkSide,4,Gable,100000,788.0,0,0,0,65,1,wood
1729,1520,Gd,1.0,5,6,4,3,3,PConc,2,888.0,RFn,Attchd,1992.0,2826,1,5,2Story,2501,4,11025,Inside,105.0,0,692.0,BrkFace,60,RL,NoRidge,8,Gable,334000,1334.0,177,1,0,14,1,wood
1730,864,No,1.0,3,6,3,0,0,CBlock,1,280.0,Unf,Detchd,1969.0,864,0,5,1Story,225,3,7832,Inside,65.0,0,0.0,None,20,RL,Sawyer,5,Hip,137250,864.0,226,0,0,42,0,wood
1731,1392,Mn,1.0,4,6,4,4,1,PConc,2,576.0,RFn,Attchd,2006.0,2462,1,5,2Story,2317,4,19378,Corner,134.0,1,456.0,BrkFace,60,RL,Gilbert,7,Gable,320000,1392.0,239,1,0,1,1,vinyl
1732,1287,No,1.0,3,5,3,4,1,CBlock,1,576.0,Fin,Detchd,1997.0,1287,0,5,1Story,160,4,9830,Corner,68.0,1,0.0,None,20,RL,NAmes,5,Gable,162000,1063.0,364,1,0,51,1,wood
1733,1478,Av,1.0,5,6,5,4,1,PConc,2,484.0,Fin,Attchd,2009.0,1478,1,5,1Story,100,4,4403,Inside,68.0,2,432.0,Stone,20,FV,Somerst,7,Gable,222000,1470.0,0,1,0,1,0,metal
1734,698,No,1.0,4,6,4,3,1,PConc,2,393.0,Fin,Attchd,2003.0,1342,1,5,2Story,482,4,8174,Inside,68.0,1,0.0,None,60,RL,Gilbert,7,Gable,178000,698.0,100,1,0,6,0,vinyl
1735,804,No,1.0,3,4,3,4,2,CBlock,1,240.0,Unf,Attchd,1940.0,804,0,3,1Story,177,4,7200,Corner,60.0,0,294.0,Stone,30,RM,OldTown,5,Gable,119000,788.0,0,1,0,70,1,metal
1736,876,No,0.0,3,5,3,3,1,CBlock,2,264.0,RFn,Attchd,1962.0,1812,0,3,2Story,1971,3,7590,Inside,69.0,0,288.0,BrkFace,60,RL,NAmes,5,Gable,169500,864.0,0,1,0,45,0,vinyl
1737,980,No,0.0,4,6,4,3,1,PConc,2,554.0,Fin,BuiltIn,2000.0,2256,1,5,2Story,484,4,8795,Inside,68.0,1,0.0,None,60,RL,Gilbert,7,Gable,236000,952.0,224,1,0,9,0,vinyl
1738,1648,Gd,1.0,5,6,5,4,1,PConc,2,525.0,Fin,Attchd,2007.0,1648,0,5,1Story,1561,5,3843,Inside,44.0,1,186.0,Stone,120,RM,Crawfor,8,Hip,294464,1596.0,162,1,0,1,1,cemt_agg
1739,1092,Mn,0.0,2,5,3,4,2,CBlock,2,576.0,Unf,Attchd,1969.0,2112,1,3,2Story,992,3,11075,Inside,85.0,0,0.0,None,60,RL,NAmes,6,Gable,206900,952.0,280,0,0,39,0,wood
1740,956,No,1.0,4,6,4,0,0,PConc,2,618.0,RFn,BuiltIn,2004.0,2084,1,5,2Story,73,4,10142,Inside,76.0,1,0.0,None,60,RL,SawyerW,7,Gable,233000,956.0,0,1,0,6,0,vinyl
1741,1032,No,0.0,3,4,3,0,0,BrkTil,1,280.0,Unf,Detchd,1995.0,1032,0,4,1Story,2646,3,7741,Inside,56.0,0,0.0,None,30,RM,OldTown,6,Gable,108000,1032.0,0,1,0,82,1,metal
1742,680,No,0.0,4,5,3,3,1,PConc,2,420.0,Fin,BuiltIn,1995.0,1470,1,4,2Story,994,3,8139,Inside,65.0,0,119.0,BrkFace,60,RL,Gilbert,6,Gable,165000,680.0,192,1,0,13,1,vinyl
1743,1040,Av,0.0,4,5,3,0,0,CBlock,1,748.0,Unf,Detchd,1977.0,1040,1,3,1Story,2138,3,8982,CulDSac,45.0,1,0.0,None,20,RL,CollgCr,5,Gable,134900,1040.0,0,0,0,30,0,cemt_agg
1744,884,No,0.0,3,1,4,0,0,BrkTil,1,240.0,Unf,Detchd,1939.0,884,0,5,1.5Unf,2013,3,6120,Inside,51.0,0,0.0,None,45,RM,BrkSide,5,Gable,113000,884.0,0,1,0,68,1,cemt_agg
1745,1097,No,1.0,4,5,3,0,0,PConc,1,242.0,Unf,Attchd,1996.0,1097,1,5,1Story,2126,3,16561,Inside,70.0,2,0.0,None,20,RL,CollgCr,5,Gable,147900,1097.0,306,0,0,11,0,vinyl
1746,864,No,0.0,2,1,3,0,0,PConc,1,0.0,None,None,0.0,864,0,5,1Story,898,3,4060,Corner,56.0,0,0.0,None,30,RL,Edwards,5,Gable,99900,864.0,0,1,0,87,1,wood
1747,855,No,0.0,4,5,3,0,0,CBlock,2,460.0,RFn,Attchd,1975.0,1456,1,4,2Story,1048,3,2308,FR2,24.0,0,0.0,None,160,RL,NPkVill,6,Gable,143000,855.0,0,0,0,33,0,wood
1748,816,No,0.0,3,1,3,4,1,PConc,1,528.0,Unf,Detchd,1985.0,1176,0,3,1.5Fin,2676,3,6240,Inside,52.0,0,0.0,None,50,RM,BrkSide,6,Gable,114500,816.0,112,0,0,72,1,wood
1749,941,Mn,0.0,3,3,3,1,1,CBlock,1,288.0,Unf,Attchd,1967.0,941,0,3,1Story,2498,3,8789,Inside,68.0,1,0.0,None,20,RL,Sawyer,5,Gable,129200,912.0,64,0,0,39,0,vinyl
1750,1652,Gd,1.0,5,6,5,4,1,PConc,2,482.0,Fin,Attchd,2008.0,1652,0,5,1Story,1560,4,5587,Inside,64.0,1,186.0,Stone,120,RM,Crawfor,8,Hip,392500,1600.0,162,1,0,0,0,cemt_agg
1751,1188,No,0.0,3,6,5,4,2,Stone,2,252.0,RFn,Attchd,1941.0,2340,0,5,2Story,296,4,9042,Inside,66.0,0,0.0,None,70,RL,Crawfor,7,Gable,266500,1152.0,0,1,0,69,1,cemt_agg
1752,751,No,0.0,4,6,4,3,1,PConc,2,396.0,Fin,BuiltIn,1998.0,1382,1,4,SLvl,354,3,8923,Inside,57.0,1,0.0,None,80,RL,Gilbert,7,Gable,177500,384.0,256,0,0,11,0,vinyl
1753,1008,No,0.0,3,5,3,0,0,CBlock,1,384.0,Unf,Attchd,1968.0,1008,0,4,1Story,970,4,12518,Inside,75.0,1,182.0,BrkFace,20,RL,Mitchel,5,Gable,139500,1008.0,144,0,0,41,0,wood
1754,608,No,0.0,4,1,4,4,1,PConc,2,440.0,Fin,BuiltIn,2007.0,1396,1,5,2Story,884,4,11069,Corner,85.0,0,0.0,None,60,RL,CollgCr,6,Gable,170000,608.0,100,1,0,2,0,vinyl
1755,845,No,0.0,3,5,3,4,1,CBlock,2,539.0,RFn,Attchd,1964.0,2154,1,5,2Story,1894,3,8800,Inside,80.0,0,306.0,BrkFace,60,RL,NAmes,6,Gable,224500,845.0,0,1,0,43,1,metal
1756,1105,No,0.0,4,1,4,4,1,PConc,3,730.0,Fin,BuiltIn,2003.0,2400,1,5,2Story,450,4,13262,Inside,96.0,1,186.0,Stone,60,RL,NridgHt,8,Gable,290000,1082.0,114,1,0,6,1,vinyl
1757,1226,No,0.0,3,2,3,3,2,PConc,1,240.0,Unf,Detchd,1951.0,1818,1,5,1.5Fin,2031,3,7758,Corner,68.0,0,600.0,BrkFace,50,RM,IDOTRR,7,Gable,169500,1040.0,0,1,0,76,1,cemt_agg
1758,1710,Mn,0.0,5,1,4,4,1,PConc,2,550.0,Fin,Attchd,2004.0,1710,0,5,1Story,949,4,12118,CulDSac,43.0,1,108.0,Stone,20,RL,Mitchel,7,Hip,240000,1710.0,100,1,0,5,1,vinyl
1759,1150,No,1.0,3,4,3,0,0,CBlock,1,288.0,Fin,Attchd,1955.0,1150,0,5,1Story,1907,3,9600,Inside,80.0,0,176.0,BrkFace,20,RL,NAmes,5,Hip,144000,1078.0,0,1,0,52,0,wood
1760,1127,No,0.0,3,3,3,3,1,CBlock,1,540.0,RFn,Attchd,1964.0,1977,1,3,2Story,1906,3,9500,Corner,100.0,0,272.0,BrkCmn,60,RL,NAmes,6,Gable,165000,816.0,0,1,0,43,1,vinyl
1761,1332,No,0.0,4,1,4,0,0,PConc,2,542.0,RFn,Attchd,1990.0,1332,0,4,1Story,549,4,7175,Inside,50.0,0,0.0,None,120,RL,SawyerW,6,Gable,145000,1332.0,0,1,0,19,1,wood
1762,1298,Mn,0.0,3,1,3,0,0,CBlock,2,504.0,Unf,Detchd,1964.0,1298,0,5,1Story,243,3,11200,CulDSac,68.0,1,0.0,None,20,RL,Edwards,5,Gable,114000,1250.0,0,1,0,46,0,wood
1763,1973,Av,0.0,4,1,4,4,1,PConc,2,895.0,Fin,Attchd,2006.0,1973,0,4,1Story,1697,4,14226,Corner,110.0,0,375.0,BrkFace,20,RL,NridgHt,8,Hip,395000,1935.0,315,1,0,1,0,vinyl
1764,525,No,0.0,3,1,3,0,0,CBlock,1,440.0,Unf,Detchd,1973.0,1092,1,3,2Story,2365,3,2760,Inside,24.0,0,514.0,BrkFace,160,RM,BrDale,6,Gable,105500,525.0,0,0,0,33,0,wood
1765,1036,No,1.0,4,6,4,3,1,PConc,2,741.0,Unf,Attchd,1998.0,1916,1,5,2Story,310,4,11050,Inside,85.0,0,0.0,None,60,RL,Mitchel,8,Gable,254900,1049.0,0,1,0,12,1,vinyl
1766,1238,No,0.0,3,2,3,3,1,CBlock,1,357.0,Unf,Attchd,1950.0,1238,1,2,1Story,1961,3,7200,Inside,60.0,0,0.0,None,20,RL,NAmes,5,Gable,102000,864.0,0,1,0,57,0,wood
1767,944,No,1.0,4,6,4,0,0,PConc,2,622.0,RFn,Attchd,2001.0,1840,1,5,2Story,849,4,12420,Inside,79.0,0,0.0,None,60,RL,CollgCr,7,Gable,230000,944.0,0,1,0,8,0,vinyl
1768,939,Mn,0.0,3,1,3,0,0,BrkTil,1,180.0,Unf,Detchd,1933.0,1513,1,5,2Story,2018,3,6120,Inside,51.0,0,0.0,None,70,RM,BrkSide,5,Gable,137500,939.0,24,1,0,87,1,metal
1769,1143,No,0.0,3,2,4,1,1,BrkTil,1,288.0,Unf,Detchd,1992.0,1143,0,3,1Story,1328,3,7111,Inside,55.0,1,0.0,None,30,RL,BrkSide,5,Gable,138000,1008.0,265,0,0,80,1,wood
1770,1338,Av,0.0,4,3,4,1,1,CBlock,1,576.0,Unf,Attchd,1983.0,1338,1,4,SLvl,801,4,19255,Inside,66.0,1,100.0,BrkFace,80,RL,SawyerW,6,Gable,156500,520.0,0,0,0,26,0,wood
1771,864,No,0.0,3,5,3,0,0,CBlock,1,463.0,Unf,Detchd,1994.0,864,0,5,1Story,400,3,8120,Inside,70.0,0,0.0,None,20,RL,NAmes,4,Gable,124500,864.0,0,0,0,39,0,metal
1772,1161,No,0.0,4,1,3,4,1,CBlock,2,534.0,RFn,Attchd,1977.0,1969,1,3,2Story,1650,3,11952,Inside,92.0,0,0.0,None,60,RL,NWAmes,7,Mansard,190000,808.0,0,1,0,30,0,wood
1773,1266,Av,0.0,4,1,4,4,1,PConc,2,388.0,Fin,Attchd,2007.0,1266,0,5,1Story,1084,4,3182,Inside,43.0,0,16.0,BrkFace,20,RL,Blmngtn,7,Gable,159895,1266.0,100,1,0,1,0,vinyl
1774,990,No,0.0,3,1,3,0,0,BrkTil,3,621.0,RFn,BuiltIn,1998.0,2601,1,5,2Story,1522,3,9842,Inside,51.0,0,0.0,None,70,RL,SWISU,5,Gable,189000,612.0,183,1,0,87,1,metal
1775,912,No,0.0,3,5,3,0,0,CBlock,1,0.0,None,None,0.0,912,0,3,1Story,2496,3,8020,Inside,68.0,1,0.0,None,20,RL,Sawyer,5,Gable,124000,912.0,0,0,0,42,0,wood
